CompactOpportunityCardsc__JobCardTitleNoStyleAnchor-sc-dkg8my-12,CompactOpportunityCardsc__JobCardTitleNoStyleAnchor-sc-dkg8my-12 href,CompactOpportunityCardsc__NotDisclosedMessage-sc-dkg8my-27,TagStyle__TagContent-sc-66xi2f-0,TagStyle__TagContentWrapper-sc-r1wv7a-1,TagStyle__TagContentWrapper-sc-r1wv7a-1 2,TagStyle__TagContentWrapper-sc-r1wv7a-1 3,TagStyle__TagContentWrapper-sc-r1wv7a-1 4,TagStyle__TagContentWrapper-sc-r1wv7a-1 5,ThumborImagesc__CustomImage-sc-1uzwahj-0 src,stylessc__ShieldBadge-sc-1cbkdr9-1 src,CompactOpportunityCardsc__CompanyLink-sc-dkg8my-14,CompactOpportunityCardsc__CompanyLink-sc-dkg8my-14 href,CompactOpportunityCardsc__JobCardLocationNoStyleAnchor-sc-dkg8my-13,CompactOpportunityCardsc__JobCardLocationNoStyleAnchor-sc-dkg8my-13 href,CompactOpportunityCardsc__JobCardLocationNoStyleAnchor-sc-dkg8my-13 2,CompactOpportunityCardsc__JobCardLocationNoStyleAnchor-sc-dkg8my-13 href 2,CompactOpportunityCardsc__JobCardLocationNoStyleAnchor-sc-dkg8my-13 3,CompactOpportunityCardsc__JobCardLocationNoStyleAnchor-sc-dkg8my-13 href 3,CompactOpportunityCardsc__UpdatedAtMessage-sc-dkg8my-26,CompactOpportunityCardsc__SalaryWrapper-sc-dkg8my-32
Credit Analyst,https://glints.com/id/opportunities/jobs/credit-analyst/84ba15e4-4fdb-4cba-8c2a-8574eadd5448?utm_referrer=explore&traceInfo=27923443-9d27-462c-a263-d8aadcd30887,,Perusahaan Premium,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Corporate Finance,3,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/f8d6e9b819423014ecc8ad41b236fb0f.jpeg,https://glints.com/images/icons/vip-badge.svg,PT BPR Daya Perdana Nusantara,https://glints.com/id/companies/pt-bpr-daya-perdana-nusantara/17c2003d-174b-47f5-9779-5dea9b986790,Cimanggis,https://glints.com/id/job-location/indonesia/jawa-barat/depok/cimanggis,Depok,https://glints.com/id/job-location/indonesia/jawa-barat/depok,Jawa Barat,https://glints.com/id/job-location/indonesia/jawa-barat,1 bulan yang lalu,"Rp 6,5 jt-8 jt"
Data Engineer,https://glints.com/id/opportunities/jobs/data-engineer/ec83d688-5efd-4025-a5a6-91a4c5f218c7?utm_referrer=explore&traceInfo=27923443-9d27-462c-a263-d8aadcd30887,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Java,5,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/aeae5ee7a31258171d8286a9dfb23d01.jpg,,PT Data Labs Analytics,https://glints.com/id/companies/pt-data-labs-analytics/3cb2fc92-abaf-49d2-be8a-87f6a1a2c602,Tanah Abang,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-pusat/tanah-abang,Jakarta Pusat,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-pusat,DKI Jakarta,https://glints.com/id/job-location/indonesia/dki-jakarta,1 jam yang lalu,"Rp 5,5 jt-7,5 jt"
Business Analyst Intern,https://glints.com/id/opportunities/jobs/business-analyst-intern/76fb6b12-6473-4f16-ba4f-32742c416917?utm_referrer=explore&traceInfo=9d054962-1843-4e69-88d1-0576028c1889,,,Hybrid,Magang,Kurang dari setahun,Minimal Sarjana (S1),8,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/77fc6dc482b339f5c4003f5cd3ecac9b.png,,Phintraco Group,https://glints.com/id/companies/phintraco-group/b17519c4-e8a7-4888-b8bc-fe70a1d0c3a6,Medan Satria,https://glints.com/id/job-location/indonesia/jawa-barat/bekasi/medan-satria,Bekasi,https://glints.com/id/job-location/indonesia/jawa-barat/bekasi,Jawa Barat,https://glints.com/id/job-location/indonesia/jawa-barat,9 hari yang lalu,Rp 1 jt-2 jt
Marketing Analyst,https://glints.com/id/opportunities/jobs/marketing-analyst/364cefb7-c00f-4c11-9fae-f6270580bbed?utm_referrer=explore&traceInfo=9d054962-1843-4e69-88d1-0576028c1889,,,Penuh Waktu,Minimal SMA/SMK,Digital Marketing,Social Media Marketing & Management,3,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/459e8eca-a87e-4dc1-860f-7fee9b32324f.jpg,,JogjaIstimewa Kontraktor,https://glints.com/id/companies/jogjaistimewa-kontraktor/2c1021d1-b9e1-4b14-b7ed-63c55b24be3e,Kapanewon Piyungan,https://glints.com/id/job-location/indonesia/di-yogyakarta-jogja/kab-bantul/kapanewon-piyungan,Kab. Bantul,https://glints.com/id/job-location/indonesia/di-yogyakarta-jogja/kab-bantul,DI Yogyakarta,https://glints.com/id/job-location/indonesia/di-yogyakarta-jogja,24 hari yang lalu,Rp 2 jt-3 jt
Media Analyst,https://glints.com/id/opportunities/jobs/media-analyst/af3f29a5-a916-4042-a241-5a129bc5775f?utm_referrer=explore&traceInfo=9d054962-1843-4e69-88d1-0576028c1889,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Article Writing,5,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/7e1f8de30ff985dd28961f256deb3f35.png,,PT Konten Media Berjejaring,https://glints.com/id/companies/pt-konten-media-berjejaring/e8ca87ba-6241-4aa3-989f-3ce7dd86e008,Kartasura,https://glints.com/id/job-location/indonesia/jawa-tengah/kab-sukoharjo/kartasura,Kab. Sukoharjo,https://glints.com/id/job-location/indonesia/jawa-tengah/kab-sukoharjo,Jawa Tengah,https://glints.com/id/job-location/indonesia/jawa-tengah,24 hari yang lalu,"Rp 2 jt-2,5 jt"
Lead Generation Analyst,https://glints.com/id/opportunities/jobs/lead-generation-analyst/00a75dfa-5f2e-4ae2-ac4d-0765930adbf5?utm_referrer=explore&traceInfo=9d054962-1843-4e69-88d1-0576028c1889,,,Penuh Waktu,Kurang dari setahun,Minimal SMA/SMK,Computer Skills,5,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/d9390a39809bbea06e282dd4c45c0c9c.jpg,,College of Contract Management United Kingdom,https://glints.com/id/companies/college-of-contract-management-united-kingdom/5f3375e4-4054-4969-bfdc-8a9433b9845c,Setiabudi,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan/setiabudi,Jakarta Selatan,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan,DKI Jakarta,https://glints.com/id/job-location/indonesia/dki-jakarta,10 hari yang lalu,Rp 3 jt-4 jt
Credit Analyst Ass Manager,https://glints.com/id/opportunities/jobs/credit-analyst-ass-manager/908b3c0d-e22d-4206-ae3a-4f2a997881d3?utm_referrer=explore&traceInfo=9d054962-1843-4e69-88d1-0576028c1889,,,Penuh Waktu,5 – 10 tahun,Minimal Sarjana (S1),Analytical Skills,6,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/aa0e67ef46b356497d40142b35643977.png,,PT. Internusa Tribuana Citra Multi Finance (ITC Multi Finance),https://glints.com/id/companies/pt-internusa-tribuana-citra-multi-finance-itc-multi-finance/c19b5df7-f764-484d-bf29-21b95eaf46d9,Pademangan,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-utara/pademangan,Jakarta Utara,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-utara,DKI Jakarta,https://glints.com/id/job-location/indonesia/dki-jakarta,28 hari yang lalu,Rp 15 jt-20 jt
Intern Research Analyst,https://glints.com/id/opportunities/jobs/intern-research-analyst/e19b6f48-9dc3-451b-bdc7-8d6901d83e1b?utm_referrer=explore&traceInfo=9d054962-1843-4e69-88d1-0576028c1889,,,Magang,Kurang dari setahun,Minimal Sarjana (S1),Responsible,3,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/7fd2ac4d52845c9cd4cdc6f3d6e10cbe.png,,MY Media,https://glints.com/id/companies/my-media/d56590b7-9848-47ff-959f-417acf7ece59,Kebayoran Lama,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan/kebayoran-lama,Jakarta Selatan,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan,DKI Jakarta,https://glints.com/id/job-location/indonesia/dki-jakarta,13 hari yang lalu,"Rp 1 jt-1,5 jt"
Corporate Finance Analyst,https://glints.com/id/opportunities/jobs/corporate-finance-analyst/a438aa12-ebab-4a05-b0f8-1338f626ea09?utm_referrer=explore&traceInfo=9d054962-1843-4e69-88d1-0576028c1889,,,Hybrid,Paruh Waktu,1 – 3 tahun,Minimal SMA/SMK,3,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/87fdda1d5c69bb89c185f2cd4030ca26.png,,RM. Sabrang Palito,https://glints.com/id/companies/rm-sabrang-palito/319b5470-b7ff-4de3-bc0d-6f5db14d3978,Ujung Berung,https://glints.com/id/job-location/indonesia/jawa-barat/bandung/ujung-berung,Bandung,https://glints.com/id/job-location/indonesia/jawa-barat/bandung,Jawa Barat,https://glints.com/id/job-location/indonesia/jawa-barat,14 hari yang lalu,"Rp 1,5 jt-2,5 jt"
Marketing Analyst,https://glints.com/id/opportunities/jobs/marketing-analyst/c626ba79-027b-45fd-8d50-748a054a77e8?utm_referrer=explore&traceInfo=9d054962-1843-4e69-88d1-0576028c1889,,,Penuh Waktu,1 – 3 tahun,Minimal Diploma (D1 - D4),Tiktok Ads,7,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/668ed7d556084e8547c0fce3e926617b.jpg,,DWIMANUNGGAL INDONESIA,https://glints.com/id/companies/dwimanunggal-indonesia/b28727a4-f53f-486e-ac6e-b41eb190929f,Kapanewon Sewon,https://glints.com/id/job-location/indonesia/di-yogyakarta-jogja/kab-bantul/kapanewon-sewon,Kab. Bantul,https://glints.com/id/job-location/indonesia/di-yogyakarta-jogja/kab-bantul,DI Yogyakarta,https://glints.com/id/job-location/indonesia/di-yogyakarta-jogja,1 bulan yang lalu,"Rp 2,5 jt-3,5 jt"
Marketing Analyst,https://glints.com/id/opportunities/jobs/marketing-analyst/5b4db40d-747e-4738-a332-5ad0b33c7484?utm_referrer=explore&traceInfo=9d054962-1843-4e69-88d1-0576028c1889,,,Penuh Waktu,Kurang dari setahun,Minimal SMA/SMK,Hard Worker,3,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/599cfe51ef4089901fb30c7e0a0a366f.jpg,,PT Kresna Reksa Finance Surabaya,https://glints.com/id/companies/pt-kresna-reksa-finance-surabaya/580c9586-c51f-4166-afd8-63afc41c7501,Balikpapan Kota,https://glints.com/id/job-location/indonesia/kalimantan-timur/balikpapan/balikpapan-kota,Balikpapan,https://glints.com/id/job-location/indonesia/kalimantan-timur/balikpapan,Kalimantan Timur,https://glints.com/id/job-location/indonesia/kalimantan-timur,1 bulan yang lalu,Rp 3 jt-4 jt
Marketing Analyst (TUKU),https://glints.com/id/opportunities/jobs/marketing-analyst-tuku/f1ecd5e0-6ead-4089-a3e2-32bf9041dc68?utm_referrer=explore&traceInfo=9d054962-1843-4e69-88d1-0576028c1889,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Market Research,3,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/ee1e6e4bac149192dee1f8414469bc84.jpg,,PT Makna Angan Karya Andanu (PT MAKA),https://glints.com/id/companies/pt-makna-angan-karya-andanu-pt-maka/cd3b723c-ca20-4030-a689-0511a54fea49,Cilandak,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan/cilandak,Jakarta Selatan,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan,DKI Jakarta,https://glints.com/id/job-location/indonesia/dki-jakarta,16 hari yang lalu,"Rp 6,5 jt-7,5 jt"
Marketplace Marketing Analyst,https://glints.com/id/opportunities/jobs/marketplace-marketing-analyst/d9f4a7d5-8b58-4643-8ef9-3fe4e7d98186?utm_referrer=explore&traceInfo=9d054962-1843-4e69-88d1-0576028c1889,,,Penuh Waktu,Minimal SMA/SMK,Social Media Analytics,Content Writing,7,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/fe443150a2825e95c5454aef7fb96dc5.jpg,,PT Meianshun Trading Indonesia,https://glints.com/id/companies/pt-meianshun-trading-indonesia/b3a4649f-7063-471c-8642-020aab2037c9,Penjaringan,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-utara/penjaringan,Jakarta Utara,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-utara,DKI Jakarta,https://glints.com/id/job-location/indonesia/dki-jakarta,17 hari yang lalu,Rp 8 jt-21 jt
IT Business Analyst,https://glints.com/id/opportunities/jobs/it-business-analyst/0cef3de9-6666-4b9b-a114-9b0d90cd2adb?utm_referrer=explore&traceInfo=9d054962-1843-4e69-88d1-0576028c1889,,,Kontrak,1 – 3 tahun,Minimal Sarjana (S1),Opentext Uft One,4,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/2996ae5d10b508c1dce9a60ae7cc28af.png,,Accelist Lentera Indonesia,https://glints.com/id/companies/accelist-lentera-indonesia/dab9b15a-f867-4e30-a170-7742d66e0560,Tanjung Priok,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-utara/tanjung-priok,Jakarta Utara,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-utara,DKI Jakarta,https://glints.com/id/job-location/indonesia/dki-jakarta,17 hari yang lalu,Rp 9 jt-13 jt
Quality Control Analyst,https://glints.com/id/opportunities/jobs/quality-control-analyst/f383dfda-2c14-430e-a417-949fcdcb8afc?utm_referrer=explore&traceInfo=9d054962-1843-4e69-88d1-0576028c1889,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Quality Control,3,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/99fc9397b9a1d5f05e823307abed36f4.jpg,,PT Van Aroma,https://glints.com/id/companies/pt-van-aroma/d8af01ad-b6a3-4086-b8ad-36e7520b7ad9,Gunung Putri,https://glints.com/id/job-location/indonesia/jawa-barat/kab-bogor/gunung-putri,Kab. Bogor,https://glints.com/id/job-location/indonesia/jawa-barat/kab-bogor,Jawa Barat,https://glints.com/id/job-location/indonesia/jawa-barat,17 hari yang lalu,"Rp 4,7 jt-5,5 jt"
Senior Data Engineer,https://glints.com/id/opportunities/jobs/senior-data-engineer/a39f4344-dea4-4434-aff7-be0ca6145d48?utm_referrer=explore&traceInfo=9d054962-1843-4e69-88d1-0576028c1889,,,Penuh Waktu,5 – 10 tahun,Minimal Sarjana (S1),ETL,13,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/dc6565aff438a9da6fbefd19b57d5095.png,,PT Sinergi Performa Cipta,https://glints.com/id/companies/pt-sinergi-performa-cipta/3f540bd2-9244-4683-8518-de81eb95e92e,Tangerang,https://glints.com/id/job-location/indonesia/banten/tangerang/tangerang,Tangerang,https://glints.com/id/job-location/indonesia/banten/tangerang,Banten,https://glints.com/id/job-location/indonesia/banten,2 hari yang lalu,Rp 15 jt-25 jt
Electrical Engineer Data Center,https://glints.com/id/opportunities/jobs/electrical-engineer-data-center/8401ac1c-1c0f-448f-8c24-72194ce07980?utm_referrer=explore&traceInfo=9d054962-1843-4e69-88d1-0576028c1889,,,Penuh Waktu,3 – 5 tahun,Minimal Diploma (D1 - D4),Electrical,3,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/c86090bd57570db4fd840025c5aaabe2.png,,PT Lotus Lestari Raya (Lotus Solusindo),https://glints.com/id/companies/pt-lotus-lestari-raya-lotus-solusindo/5759c7f4-663b-4484-902f-f18e270a495b,Cikarang Utara,https://glints.com/id/job-location/indonesia/jawa-barat/kab-bekasi/cikarang-utara,Kab. Bekasi,https://glints.com/id/job-location/indonesia/jawa-barat/kab-bekasi,Jawa Barat,https://glints.com/id/job-location/indonesia/jawa-barat,27 hari yang lalu,Rp 10 jt-12 jt
Corporate Credit Analyst,https://glints.com/id/opportunities/jobs/corporate-credit-analyst/69d14864-dccd-4e32-b8fa-53ca7870cc3b?utm_referrer=explore&traceInfo=9d054962-1843-4e69-88d1-0576028c1889,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Communication Skills,3,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/10f88aa4e27c2905b9169ae2efd70cf1.jpg,,PT Clemont Finance Indonesia,https://glints.com/id/companies/pt-clemont-finance-indonesia/850555f0-b24a-4bf5-abc2-821bacdbbe44,Pancoran,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan/pancoran,Jakarta Selatan,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan,DKI Jakarta,https://glints.com/id/job-location/indonesia/dki-jakarta,22 hari yang lalu,"Rp 4,5 jt-6 jt"
Technical Infrastructure Data Center,https://glints.com/id/opportunities/jobs/technical-infrastructure-data-center/861c77b9-2669-4734-859c-110f05e15092?utm_referrer=explore&traceInfo=9d054962-1843-4e69-88d1-0576028c1889,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),CCNA,6,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/f0d148811be2e9642cfcbd2277d79fdb.png,,PT EZSVS Technology Indonesia,https://glints.com/id/companies/pt-ezsvs-technology-indonesia/c6a88d2a-15f5-4b31-8a98-bad02d8d6a29,Kebayoran Baru,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan/kebayoran-baru,Jakarta Selatan,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan,DKI Jakarta,https://glints.com/id/job-location/indonesia/dki-jakarta,1 bulan yang lalu,Rp 8 jt-12 jt
Corporate Planning Analyst,https://glints.com/id/opportunities/jobs/corporate-planning-analyst/450280cc-2557-46ad-8cda-12830fff7573?utm_referrer=explore&traceInfo=9d054962-1843-4e69-88d1-0576028c1889,,,Penuh Waktu,5 – 10 tahun,Minimal Sarjana (S1),Accounting,3,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/0ec3d5dc25e0bdfecb8d63d4842382c7.jpg,,Lima Pilar Resources,https://glints.com/id/companies/lima-pilar-resources/656aecc7-a8aa-49f2-9858-68e6e4d36308,Setiabudi,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan/setiabudi,Jakarta Selatan,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan,DKI Jakarta,https://glints.com/id/job-location/indonesia/dki-jakarta,24 hari yang lalu,Rp 10 jt-15 jt
Investment Analyst Intern,https://glints.com/id/opportunities/jobs/investment-analyst-intern/5c15da4d-53f2-4d61-b595-8956c629f5a9?utm_referrer=explore&traceInfo=9d054962-1843-4e69-88d1-0576028c1889,,,Magang,Kurang dari setahun,Minimal Sarjana (S1),Financial Statements,3,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/28af3664e7f88503ed6a0f4993e833fc.jpg,,PT Qverse Teknologi Indonesia,https://glints.com/id/companies/pt-qverse-teknologi-indonesia/47624a2b-a176-44cb-ab8e-d62e1959e3e0,Pasar Minggu,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan/pasar-minggu,Jakarta Selatan,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan,DKI Jakarta,https://glints.com/id/job-location/indonesia/dki-jakarta,27 hari yang lalu,Rp 2 jt
Analis Kimia,https://glints.com/id/opportunities/jobs/analis-kimia/2add311a-e446-44b9-a1c0-6863d4abf5cb?utm_referrer=explore&traceInfo=9d054962-1843-4e69-88d1-0576028c1889,,,Penuh Waktu,1 – 3 tahun,Minimal Diploma (D1 - D4),Teamwork,5,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/2b198e23664cc0e2ba5421ec34bd32c7.jpg,,PT. Sanova,https://glints.com/id/companies/pt-sanova/7ed6e9dc-d9c4-4a26-99d2-781341168af8,Cikarang Timur,https://glints.com/id/job-location/indonesia/jawa-barat/kab-bekasi/cikarang-timur,Kab. Bekasi,https://glints.com/id/job-location/indonesia/jawa-barat/kab-bekasi,Jawa Barat,https://glints.com/id/job-location/indonesia/jawa-barat,21 hari yang lalu,"Rp 5,8 jt-6 jt"
IT BUSINESS ANALYST,https://glints.com/id/opportunities/jobs/it-business-analyst/fec054ef-5d2e-4cf4-8852-e1f6de448372?utm_referrer=explore&traceInfo=9d054962-1843-4e69-88d1-0576028c1889,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Teamwork,4,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/2aacf1cefe2ef9f9c9d9b4ff39cc347a.jpg,,PT Prawathiya Karsa Pradiptha,https://glints.com/id/companies/pt-prawathiya-karsa-pradiptha/af681ab4-387e-486a-8bf4-7627fe51548a,Jatisampurna,https://glints.com/id/job-location/indonesia/jawa-barat/bekasi/jatisampurna,Bekasi,https://glints.com/id/job-location/indonesia/jawa-barat/bekasi,Jawa Barat,https://glints.com/id/job-location/indonesia/jawa-barat,1 bulan yang lalu,Rp 1 jt-5 jt
Business Analyst (ITBA),https://glints.com/id/opportunities/jobs/business-analyst-itba/8c392eba-9bf2-4620-b047-3d136383a2b8?utm_referrer=explore&traceInfo=9d054962-1843-4e69-88d1-0576028c1889,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Business Analysis,5,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/86290385ad09dec5464e3e9016e677e1.jpg,,Yodu E Money,https://glints.com/id/companies/yodu-e-money/36182226-5b11-4269-aabc-25db9875d7d3,Kebayoran Baru,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan/kebayoran-baru,Jakarta Selatan,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan,DKI Jakarta,https://glints.com/id/job-location/indonesia/dki-jakarta,1 bulan yang lalu,Rp 6 jt-12 jt
Data Compliance Support,https://glints.com/id/opportunities/jobs/data-compliance-support/ba50f3c9-ed20-44e6-9acf-fc6ddeed6c46?utm_referrer=explore&traceInfo=9d054962-1843-4e69-88d1-0576028c1889,,,Kontrak,1 – 3 tahun,Minimal Diploma (D1 - D4),Legal Compliance,6,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/43fe9efb67a21ca13d093a64ba0e45a4.png,,PT. Cura Indonesia,https://glints.com/id/companies/pt-cura-indonesia/b609da78-0cff-4470-9696-d471fa0eae85,Denpasar Selatan,https://glints.com/id/job-location/indonesia/bali/denpasar/denpasar-selatan,Denpasar,https://glints.com/id/job-location/indonesia/bali/denpasar,Bali,https://glints.com/id/job-location/indonesia/bali,9 hari yang lalu,"Rp 4,5 jt-6,5 jt"
R&D System Analyst,https://glints.com/id/opportunities/jobs/r-and-d-system-analyst/152e0751-3e92-4c25-8620-7e9237d15535?utm_referrer=explore&traceInfo=9d054962-1843-4e69-88d1-0576028c1889,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),System Analysis,6,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/3f3fc74b3c1f0af5090be115d272e774.jpg,,PT Usaha Kreatif Indonesia,https://glints.com/id/companies/pt-usaha-kreatif-indonesia/f0ca3b34-08ed-4462-8833-631de3435115,Penjaringan,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-utara/penjaringan,Jakarta Utara,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-utara,DKI Jakarta,https://glints.com/id/job-location/indonesia/dki-jakarta,Kemarin,Rp 8 jt-12 jt
Data Monitoring Internship,https://glints.com/id/opportunities/jobs/data-monitoring-internship/07a4f4cb-e0cc-4421-833c-7e7fe0eb4a7e?utm_referrer=explore&traceInfo=9d054962-1843-4e69-88d1-0576028c1889,,,Penuh Waktu,Kurang dari setahun,Minimal Diploma (D1 - D4),Attention to Detail,3,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/7ad859cc56c9e523d88e6dd0684d0515.png,,Turnkey Group,https://glints.com/id/companies/turnkey-group/00bc8c01-306d-4b28-81eb-d2054376b54e,Kemantren Tegalrejo,https://glints.com/id/job-location/indonesia/di-yogyakarta-jogja/yogyakarta-jogja/kemantren-tegalrejo,Yogyakarta,https://glints.com/id/job-location/indonesia/di-yogyakarta-jogja/yogyakarta-jogja,DI Yogyakarta,https://glints.com/id/job-location/indonesia/di-yogyakarta-jogja,20 hari yang lalu,Rp 1 jt-2 jt
Analis Bisnis,https://glints.com/id/opportunities/jobs/analis-bisnis/78331b8f-e259-4320-bea3-1dc7b8924c32?utm_referrer=explore&traceInfo=9d054962-1843-4e69-88d1-0576028c1889,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Analytical Skills,7,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/814dec6d1fbb2b1b38df10f7de25b85d.png,,Pt. Mitra Utama Solusi Telematika,https://glints.com/id/companies/pt-mitra-utama-solusi-telematika/e8c8313b-a58f-4c54-be00-62e4aec67152,Mampang Prapatan,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan/mampang-prapatan,Jakarta Selatan,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan,DKI Jakarta,https://glints.com/id/job-location/indonesia/dki-jakarta,20 hari yang lalu,"Rp 6 jt-9,5 jt"
